chr,start,end,n_hom
1,24542428,24570377,5
1,24570377,24571884,2
1,24571884,24574024,1
1,24574024,24574087,1
1,24574087,24575359,1
1,24575359,24575903,2
1,24575903,24577919,1
1,24577919,24580227,1
1,24580227,24581052,1
1,24581052,24582044,2
1,24582044,24582438,1
1,24582438,24585978,1
1,24585978,24587481,1
1,24587481,24592364,1
1,24592364,24594900,5
1,24594900,24616658,36
1,24616658,24618176,3
1,24618176,24655620,29
1,24655620,24678252,5
1,24678252,24686757,3
1,24686757,24688927,1
1,24688927,24690897,1
1,24690897,24691158,1
1,24691158,24695823,2
1,24695823,24698192,1
1,24698192,24702997,2
1,24702997,24703979,2
1,24703979,24705677,1
1,24705677,24706384,1
1,24706384,24713824,2
1,24713824,24716214,6
1,24716214,24717620,2
1,24717620,24720968,9
1,24720968,24723189,5
1,24723189,24723458,3
1,24723458,24723737,1
1,24723737,24766982,1
1,24766982,24794351,4
1,24794351,24796348,1
1,24796348,24798671,1
1,24798671,24799407,1
1,24799407,24801060,1
1,24801060,24803592,5
1,24803592,24808513,2
1,24808513,24808678,1
1,24808678,24813758,7
1,24813758,24819995,7
1,24819995,24820719,3
1,24820719,24828697,2
1,24828697,24832009,2
1,24832009,24835171,1
1,24835171,24844597,1
1,24844597,24848755,2
1,24848755,24849564,1
1,24849564,24852925,5
1,24852925,24853830,2
1,24853830,24854075,1
1,24854075,24855950,3
1,24855950,24859578,2
1,24859578,24861387,1
1,24861387,24862449,1
1,24862449,24864036,2
1,24864036,24866003,3
1,24866003,24866708,3
1,24866708,24866787,1
1,24866787,24869005,1
1,24869005,24888760,15
1,24888760,24902899,7
1,24902899,24914599,1
1,24914599,24938167,22
1,24938167,24959660,17
1,24959660,24981766,1
1,24981766,24991630,2
1,24991630,24996556,5
1,24996556,25001518,1
1,25001518,25001856,1
1,25001856,25002510,1
1,25002510,25003261,1
1,25003261,25003968,1
1,25003968,25005302,2
1,25005302,25006029,2
1,25006029,25007464,2
1,25007464,25008731,2
1,25008731,25013051,3
1,25013051,25015765,2
1,25015765,25016928,1
1,25016928,25019052,8
1,25019052,25021086,2
1,25021086,25026701,1
1,25026701,25026765,1
1,25026765,25031720,4
1,25031720,25034751,1
1,25034751,25036693,2
1,25036693,25037032,1
1,25037032,25037850,1
1,25037850,25038874,1
1,25038874,25039556,1
1,25039556,25039740,1
1,25039740,25040593,2
1,25040593,25041951,3
1,25041951,25042964,2
1,25042964,25043365,3
1,25043365,25043903,3
1,25043903,25044607,5
1,25044607,25044976,2
1,25044976,25045302,1
1,25045302,25045425,1
1,25045425,25045880,2
1,25045880,25046098,2
1,25046098,25046749,2
1,25046749,25048686,1
1,25048686,25050535,3
1,25050535,25051953,3
1,25051953,25052022,1
1,25052022,25054384,1
1,25054384,25054572,1
1,25054572,25060180,5
1,25060180,25064774,1
1,25064774,25068262,4
1,25068262,25082765,31
1,25082765,25089032,2
1,25089032,25090541,3
1,25090541,25091800,1
1,25091800,25093779,4
1,25093779,25104205,9
1,25104205,25108123,4
1,25108123,25112958,1
1,25112958,25116385,1
1,25116385,25120634,1
1,25120634,25121975,2
1,25121975,25122658,2
1,25122658,25130442,2
1,25130442,25140898,1
1,25140898,25145296,1
1,25145296,25172159,1
1,25172159,25177228,1
1,25177228,25183531,7
1,25183531,25187440,3
1,25187440,25193132,1
1,25193132,25196976,1
1,25196976,25214741,3
1,25214741,25228228,2
1,25228228,25242867,1
1,25242867,25248349,1
1,25248349,25253604,2
1,25253604,25264032,1
1,25264032,25285909,5
1,25285909,25336580,19
1,25336580,25341835,1
1,25341835,25346313,1
1,25346313,25350444,1
1,25350444,25351114,2
1,25351114,25356601,3
1,25356601,25386743,1
1,25386743,25406056,1
1,25406056,25406258,2
1,25406258,25409878,1
1,25409878,25485055,1
1,25485055,25499290,1
1,25499290,25530263,1
1,25530263,25533717,2
1,25533717,25539259,1
1,25539259,25557890,2
1,25557890,25568507,12
1,25568507,25574435,9
1,25574435,25578363,6
1,25578363,25584042,5
1,25584042,25595330,1
1,25595330,25612456,1
1,25612456,25661083,1
1,25661083,25668539,2
1,25668539,25679558,1
1,25679558,25679954,1
1,25679954,25684393,3
1,25684393,25724381,2
1,25724381,25768648,32
1,25768648,25768836,1
1,25768836,25776419,7
1,25776419,25788769,12
1,25788769,25794657,11
1,25794657,25804968,28
1,25804968,25838037,58
1,25838037,25845818,7
1,25845818,25872422,16
1,25872422,25923825,47
1,25923825,25934237,9
1,25934237,25936290,2
1,25936290,25938055,1
1,25938055,25945648,1
1,25945648,25949380,2
1,25949380,25951033,4
1,25951033,25952209,4
1,25952209,25952604,2
1,25952604,25954267,6
1,25954267,25957470,1
1,25957470,25960349,1
1,25960349,25964396,1
1,25964396,25966596,1
1,25966596,25967059,1
1,25967059,25983138,1
1,25983138,25995590,1
1,25995590,26001260,3
1,26001260,26004717,1
1,26004717,26008487,1
1,26008487,26010416,1
1,26010416,26012282,1
1,26012282,26014567,1
1,26014567,26032261,1
1,26032261,26121248,1
1,26121248,26145252,1
1,26145252,26155098,1
1,26155098,26156890,2
1,26156890,26158943,1
1,26158943,26161449,2
1,26161449,26165001,5
1,26165001,26165326,2
1,26165326,26166680,1
1,26166680,26167601,2
1,26167601,26171135,1
1,26171135,26173306,1
1,26173306,26174884,1
1,26174884,26185742,1
1,26185742,26190354,1
1,26190354,26236407,1
1,26236407,26250941,1
1,26250941,26306290,1
1,26306290,26354172,3
1,26354172,26354328,1
1,26354328,26355543,1
1,26355543,26357057,1
1,26357057,26357279,1
1,26357279,26357912,1
1,26357912,26358330,1
1,26358330,26359082,1
1,26359082,26364683,3
1,26364683,26374694,1
1,26374694,26375588,1
1,26375588,26377395,1
1,26377395,26382549,1
1,26382549,26383013,1
1,26383013,26383279,1
1,26383279,26384248,1
1,26384248,26390306,1
1,26390306,26391169,2
1,26391169,26392773,2
1,26392773,26396025,6
1,26396025,26398941,4
1,26398941,26399819,2
1,26399819,26400714,1
1,26400714,26402586,1
1,26402586,26404329,1
1,26404329,26421717,1
1,26421717,26427451,1
1,26427451,26429683,2
1,26429683,26430996,1
1,26430996,26431119,1
1,26431119,26432282,3
1,26432282,26440876,4
1,26440876,26444508,2
1,26444508,26445475,2
1,26445475,26456209,1
1,26456209,26460136,1
1,26460136,26463296,1
1,26463296,26472340,1
1,26472340,26474358,1
1,26474358,26478487,1
1,26478487,26479502,1
1,26479502,26481865,3
1,26481865,26483970,1
1,26483970,26488460,1
1,26488460,26504769,2
1,26504769,26509040,1
1,26509040,26510576,2
1,26510576,26513087,3
1,26513087,26514335,2
1,26514335,26518875,1
1,26518875,26521149,1
1,26521149,26521895,1
1,26521895,26522184,1
1,26522184,26528183,3
1,26528183,26534508,6
1,26534508,26539431,1
1,26539431,26542146,1
1,26542146,26544239,2
1,26544239,26549712,4
1,26549712,26552324,1
1,26552324,26573032,6
1,26573032,26576921,3
1,26576921,26581593,1
1,26581593,26588574,2
1,26588574,26595428,1
1,26595428,26651971,4
1,26651971,26666490,1
1,26666490,26669688,1
1,26669688,26704541,2
1,26704541,26755888,2
1,26755888,26765006,1
1,26765006,26767166,1
1,26767166,26824342,2
1,26824342,26832938,1
1,26832938,26837615,2
1,26837615,26846290,3
1,26846290,26852359,1
1,26852359,26869407,1
1,26869407,26880601,1
1,26880601,26895209,1
1,26895209,26915017,1
1,26915017,26944481,1
1,26944481,26998228,2
1,26998228,27007117,1
1,27007117,27030491,1
1,27030491,27034728,4
1,27034728,27035126,1
1,27035126,27037974,6
1,27037974,27041195,15
1,27041195,27049067,17
1,27049067,27054553,10
1,27054553,27056063,5
1,27056063,27058964,2
1,27058964,27080266,4
1,27080266,27083484,1
1,27083484,27090050,1
1,27090050,27094580,1
1,27094580,27101830,2
1,27101830,27118527,1
1,27118527,27118969,1
1,27118969,27161808,2
1,27161808,27168685,1
1,27168685,27186374,1
1,27186374,27194374,1
1,27194374,27204619,1
1,27204619,27222166,13
1,27222166,27226897,6
1,27226897,27230737,6
1,27230737,27232198,4
1,27232198,27237886,3
1,27237886,27265642,16
1,27265642,27268370,2
1,27268370,27307465,18
1,27307465,27309168,2
1,27309168,27315196,4
1,27315196,27320495,2
1,27320495,27339028,3
1,27339028,27340759,1
1,27340759,27348732,1
1,27348732,27355047,1
1,27355047,27360975,1
1,27360975,27370201,1
1,27370201,27372958,1
1,27372958,27382648,8
1,27382648,27417881,24
1,27417881,27423775,8
1,27423775,27430395,8
1,27430395,27437114,5
1,27437114,27441110,1
1,27441110,27454149,18
1,27454149,27472675,10
1,27472675,27513279,1
1,27513279,27527880,1
1,27527880,27549971,1
1,27549971,27628197,3
1,27628197,27653761,3
1,27653761,27663109,8
1,27663109,27680861,26
1,27680861,27695182,28
1,27695182,27729831,29
1,27729831,27751513,1
1,27751513,27783490,2
1,27783490,27793142,1
1,27793142,27814438,3
1,27814438,27844702,1
1,27844702,27874984,3
1,27874984,27910796,10
1,27910796,27917046,7
1,27917046,27917103,2
1,27917103,27929828,54
1,27929828,27933785,7
1,27933785,27946911,38
1,27946911,27956967,2
1,27956967,27964235,6
1,27964235,27967201,3
1,27967201,27967822,1
1,27967822,27971577,2
1,27971577,27978274,1
1,27978274,27980725,2
1,27980725,27982165,2
1,27982165,27983263,1
1,27983263,27989896,3
1,27989896,27993356,1
1,27993356,28003418,2
1,28003418,28004502,1
1,28004502,28006913,2
1,28006913,28009669,1
1,28009669,28014138,1
1,28014138,28017386,1
1,28017386,28019874,1
1,28019874,28021609,2
1,28021609,28022635,1
1,28022635,28024172,1
1,28024172,28025604,1
1,28025604,28026788,1
1,28026788,28035296,4
1,28035296,28038438,3
1,28038438,28039884,1
1,28039884,28043344,3
1,28043344,28046712,1
1,28046712,28047537,1
1,28047537,28050189,1
1,28050189,28050376,3
1,28050376,28051873,1
1,28051873,28053171,3
1,28053171,28053668,2
1,28053668,28056320,1
1,28056320,28057302,1
1,28057302,28061591,1
1,28061591,28064085,3
1,28064085,28064431,1
1,28064431,28065771,1
1,28065771,28070618,3
1,28070618,28074396,1
1,28074396,28077966,2
1,28077966,28080272,3
1,28080272,28081482,1
1,28081482,28082976,1
1,28082976,28087124,3
1,28087124,28095054,1
1,28095054,28096740,1
1,28096740,28096972,2
1,28096972,28097809,2
1,28097809,28099490,1
1,28099490,28103556,2
1,28103556,28105917,1
1,28105917,28109809,3
1,28109809,28112662,3
1,28112662,28119643,2
1,28119643,28128282,8
1,28128282,28132596,6
1,28132596,28202291,1
1,28202291,28215812,1
1,28215812,28227509,1
1,28227509,28260760,1
1,28260760,28294218,1
1,28294218,28310182,1
1,28310182,28311452,1
1,28311452,28312348,1
1,28312348,28322631,1
1,28322631,28355436,1
1,28355436,28390127,1
1,28390127,28395413,1
1,28395413,28450126,1
1,28450126,28503188,1
1,28503188,28526828,1
1,28526828,28549688,1
1,28549688,28557928,1
1,28557928,28585822,2
1,28585822,28614021,2
1,28614021,28621400,1
1,28621400,28642802,1
1,28642802,28663475,1
1,28663475,28669247,1
1,28669247,28680214,1
1,28680214,28690203,1
1,28690203,28691147,1
1,28691147,28706244,1
1,28706244,28716741,1
1,28716741,28732850,1
1,28732850,28738429,1
1,28738429,28739594,1
1,28739594,28749763,1
1,28749763,28765433,1
1,28765433,28767985,2
1,28767985,28800471,1
1,28800471,28861915,1
1,28861915,28868389,3
1,28868389,28872598,2
1,28872598,28876623,4
1,28876623,28881415,1
1,28881415,28882595,1
1,28882595,28885032,1
1,28885032,28890022,5
1,28890022,28893334,3
1,28893334,28901130,8
1,28901130,28903833,1
1,28903833,28907205,1
1,28907205,28909207,1
1,28909207,28912027,1
1,28912027,28917395,3
1,28917395,28918894,1
1,28918894,28922644,3
1,28922644,28923958,1
1,28923958,28927759,1
1,28927759,28932802,1
1,28932802,28936405,1
1,28936405,28945099,1
1,28945099,28953898,1
1,28953898,28960134,2
1,28960134,28971164,1
1,28971164,28979714,3
1,28979714,28984562,1
1,28984562,28989731,2
1,28989731,29012121,1
1,29012121,29019135,4
1,29019135,29026084,1
1,29026084,29030151,1
1,29030151,29041009,1
1,29041009,29046137,3
1,29046137,29052363,2
1,29052363,29053855,1
1,29053855,29056795,1
1,29056795,29066648,1
1,29066648,29069706,1
1,29069706,29084738,1
1,29084738,29102492,1
1,29102492,29161392,1
1,29161392,29174303,1
1,29174303,29214892,1
1,29214892,29216125,1
1,29216125,29236547,1
1,29236547,29243133,1
1,29243133,29252768,1
1,29252768,29286626,1
1,29286626,29348594,10
1,29348594,29362819,11
1,29362819,29383447,23
1,29383447,29390102,1
1,29390102,29392860,2
1,29392860,29394214,1
1,29394214,29395382,2
1,29395382,29397004,4
1,29397004,29401475,1
1,29401475,29402832,1
1,29402832,29403591,1
1,29403591,29404705,1
1,29404705,29405173,1
1,29405173,29415182,1
1,29415182,29417118,3
1,29417118,29420552,1
1,29420552,29421061,1
1,29421061,29423147,2
1,29423147,29424315,3
1,29424315,29425071,1
1,29425071,29438359,1
1,29438359,29453798,20
1,29453798,29474476,16
1,29474476,29488751,23
1,29488751,29489708,1
1,29489708,29503069,2
1,29503069,29518740,3
1,29518740,29541495,1
1,29541495,29542863,2
1,29542863,29545260,1
1,29545260,29546487,1
1,29546487,29549819,12
1,29549819,29550298,1
1,29550298,29552188,1
1,29552188,29554779,1
1,29554779,29555482,4
1,29555482,29555883,4
1,29555883,29556384,2
1,29556384,29556824,1
1,29556824,29576845,1
1,29576845,29586047,5
1,29586047,29587456,2
1,29587456,29595320,10
1,29595320,29603770,9
1,29603770,29607642,4
1,29607642,29613106,8
1,29613106,29614538,1
1,29614538,29616851,2
1,29616851,29619487,2
1,29619487,29620504,1
1,29620504,29624447,3
1,29624447,29628428,1
1,29628428,29633383,2
1,29633383,29637879,1
1,29637879,29642321,1
1,29642321,29643499,3
1,29643499,29648100,6
1,29648100,29648631,2
1,29648631,29648815,1
1,29648815,29649903,3
1,29649903,29655568,3
1,29655568,29662114,7
1,29662114,29664208,4
1,29664208,29669033,1
1,29669033,29676985,6
1,29676985,29678185,2
1,29678185,29680666,2
1,29680666,29685623,2
1,29685623,29685998,1
1,29685998,29686735,1
1,29686735,29688087,2
1,29688087,29696426,1
1,29696426,29697301,1
1,29697301,29701140,2
1,29701140,29727876,1
1,29727876,29731064,1
1,29731064,29733924,1
1,29733924,29735694,1
1,29735694,29738047,2
1,29738047,29738997,1
1,29738997,29740829,2
1,29740829,29741215,1
1,29741215,29744837,5
1,29744837,29747419,1
1,29747419,29750036,3
1,29750036,29753219,1
1,29753219,29756088,1
1,29756088,29782007,1
1,29782007,29784378,1
1,29784378,29787572,3
1,29787572,29789465,1
1,29789465,29792036,1
1,29792036,29794006,2
1,29794006,29798616,3
1,29798616,29801557,2
1,29801557,29804225,1
1,29804225,29805346,1
1,29805346,29807341,3
1,29807341,29810600,1
1,29810600,29811480,1
1,29811480,29811857,1
1,29811857,29812683,1
1,29812683,29813001,1
1,29813001,29817448,1
1,29817448,29821523,1
1,29821523,29824848,2
1,29824848,29825083,1
1,29825083,29825873,1
1,29825873,29829061,3
1,29829061,29832433,2
1,29832433,29832785,1
1,29832785,29834067,1
1,29834067,29838030,1
1,29838030,29838922,1
1,29838922,29846722,1
1,29846722,29847580,2
1,29847580,29850759,2
1,29850759,29858908,1
1,29858908,29859268,1
1,29859268,29862640,2
1,29862640,29864283,1
1,29864283,29864545,1
1,29864545,29865225,2
1,29865225,29867863,2
1,29867863,29869087,1
1,29869087,29875315,1
1,29875315,29878548,4
1,29878548,29880323,1
1,29880323,29882182,2
1,29882182,29886713,1
1,29886713,29889044,1
1,29889044,29890396,1
1,29890396,29891408,2
1,29891408,29893494,2
1,29893494,29896812,8
1,29896812,29896982,1
1,29896982,29897508,4
1,29897508,29899027,5
1,29899027,29899141,3
1,29899141,29899854,1
1,29899854,29904499,1
1,29904499,29907156,1
1,29907156,29909581,1
1,29909581,29913036,1
1,29913036,29914991,2
1,29914991,29919370,2
1,29919370,29924802,5
1,29924802,29926307,1
1,29926307,29927454,3
1,29927454,29929095,1
1,29929095,29929098,1
1,29929098,29948667,27
1,29948667,29974295,35
1,29974295,30000704,46
1,30000704,30003880,1
1,30003880,30004571,1
1,30004571,30006909,2
1,30006909,30008989,2
1,30008989,30012844,1
1,30012844,30013396,1
1,30013396,30014002,1
1,30014002,30014547,1
1,30014547,30016265,7
1,30016265,30018282,5
1,30018282,30020798,10
1,30020798,30021744,1
1,30021744,30023721,3
1,30023721,30024131,1
1,30024131,30026821,2
1,30026821,30028058,1
1,30028058,30033500,3
1,30033500,30035046,2
1,30035046,30036379,3
1,30036379,30037740,6
1,30037740,30040704,2
1,30040704,30047657,1
1,30047657,30049734,1
1,30049734,30054505,1
1,30054505,30055296,1
1,30055296,30057429,2
1,30057429,30059395,1
1,30059395,30059891,1
1,30059891,30060159,1
1,30060159,30060559,1
1,30060559,30061579,1
1,30061579,30067541,1
1,30067541,30070714,1
1,30070714,30072782,1
1,30072782,30073381,1
1,30073381,30075913,2
1,30075913,30077538,1
1,30077538,30078859,1
1,30078859,30081837,6
1,30081837,30084376,1
1,30084376,30085792,1
1,30085792,30089512,2
1,30089512,30094749,5
1,30094749,30096341,1
1,30096341,30096762,1
1,30096762,30097024,1
1,30097024,30101088,6
1,30101088,30101331,2
1,30101331,30101566,1
1,30101566,30101991,1
1,30101991,30102472,1
1,30102472,30105365,1
1,30105365,30107185,4
1,30107185,30144368,1
1,30144368,30149010,6
1,30149010,30152909,4
1,30152909,30161220,3
1,30161220,30167087,1
1,30167087,30174999,1
1,30174999,30175607,2
1,30175607,30178232,3
1,30178232,30183191,3
1,30183191,30185287,5
1,30185287,30186358,1
1,30186358,30187992,6
1,30187992,30188427,2
1,30188427,30191275,6
1,30191275,30195812,2
1,30195812,30200321,1
1,30200321,30271997,2
1,30271997,30286461,26
1,30286461,30310793,11
1,30310793,30320137,15
1,30320137,30347547,68
1,30347547,30361431,49
1,30361431,30365151,5
1,30365151,30369081,3
1,30369081,30372518,6
1,30372518,30377626,1
1,30377626,30390900,1
1,30390900,30403140,1
1,30403140,30419375,1
1,30419375,30446420,1
1,30446420,30447317,2
1,30447317,30447608,4
1,30447608,30448897,1
1,30448897,30449750,1
1,30449750,30452159,1
1,30452159,30452438,1
1,30452438,30453347,1
1,30453347,30458879,1
1,30458879,30461968,3
1,30461968,30464226,5
1,30464226,30464705,1
1,30464705,30464997,1
1,30464997,30465500,1
1,30465500,30466866,2
1,30466866,30467848,1
1,30467848,30469308,2
1,30469308,30470055,1
1,30470055,30470785,1
1,30470785,30472020,1
1,30472020,30475333,1
1,30475333,30477323,1
1,30477323,30480382,2
1,30480382,30481003,4
1,30481003,30482018,2
1,30482018,30483450,4
1,30483450,30484974,1
1,30484974,30487771,1
1,30487771,30488856,3
1,30488856,30492614,1
1,30492614,30494063,1
1,30494063,30494782,1
1,30494782,30500140,1
1,30500140,30501759,1
1,30501759,30502280,1
1,30502280,30506573,1
1,30506573,30509765,2
1,30509765,30510414,1
1,30510414,30510939,1
1,30510939,30512804,1
1,30512804,30512974,1
1,30512974,30513029,1
1,30513029,30514213,2
1,30514213,30514397,2
1,30514397,30514567,1
1,30514567,30514873,1
1,30514873,30515558,1
1,30515558,30521084,1
1,30521084,30542027,33
1,30542027,30588918,57
1,30588918,30591836,13
1,30591836,30593988,11
1,30593988,30605500,38
1,30605500,30624831,35
1,30624831,30646703,47
1,30646703,30647801,1
1,30647801,30676802,1
1,30676802,30717659,1
1,30717659,30727589,1
1,30727589,30749469,1
1,30749469,30755799,9
1,30755799,30776415,39
1,30776415,30777340,5
1,30777340,30783058,8
1,30783058,30785412,1
1,30785412,30787213,1
1,30787213,30790525,3
1,30790525,30790663,1
1,30790663,30803001,1
1,30803001,30804903,1
1,30804903,30811749,4
1,30811749,30818692,1
1,30818692,30821033,1
1,30821033,30822596,2
1,30822596,30823738,1
1,30823738,30824899,1
1,30824899,30825997,1
1,30825997,30831294,1
1,30831294,30832675,2
1,30832675,30835330,1
1,30835330,30835770,1
1,30835770,30837065,2
1,30837065,30838215,1
1,30838215,30839125,2
1,30839125,30844386,10
1,30844386,30845757,1
1,30845757,30867900,2
1,30867900,30869743,2
1,30869743,30878666,1
1,30878666,30880562,1
1,30880562,30887952,1
1,30887952,30888480,1
1,30888480,30908838,1
1,30908838,30918914,3
1,30918914,30921348,3
1,30921348,30926898,1
1,30926898,30932663,2
1,30932663,30936879,1
1,30936879,30940072,1
1,30940072,30941125,1
1,30941125,30942209,1
1,30942209,30944991,1
1,30944991,30947040,1
1,30947040,30949866,1
1,30949866,30955328,1
1,30955328,30956413,1
1,30956413,30960982,2
1,30960982,30966433,1
1,30966433,30970247,2
1,30970247,30972447,1
1,30972447,30973224,2
1,30973224,30975356,2
1,30975356,30975652,1
1,30975652,30985237,1
1,30985237,30986496,1
1,30986496,30992021,3
1,30992021,31004177,2
1,31004177,31013751,1
1,31013751,31016495,2
1,31016495,31018395,1
1,31018395,31019879,3
1,31019879,31021442,1
1,31021442,31023294,1
1,31023294,31026094,1
1,31026094,31028908,1
1,31028908,31031154,3
1,31031154,31032226,2
1,31032226,31038986,3
1,31038986,31040910,2
1,31040910,31044354,1
1,31044354,31046398,1
1,31046398,31046611,1
1,31046611,31049370,1
1,31049370,31050471,1
1,31050471,31052178,1
1,31052178,31054196,1
1,31054196,31058622,1
1,31058622,31063896,1
1,31063896,31067852,1
1,31067852,31073159,4
1,31073159,31079372,1
1,31079372,31080727,1
1,31080727,31083119,1
1,31083119,31084979,1
1,31084979,31089524,2
1,31089524,31093270,1
1,31093270,31093913,1
1,31093913,31094304,1
1,31094304,31094702,1
1,31094702,31096084,1
1,31096084,31096925,1
1,31096925,31104484,1
1,31104484,31120718,1
1,31120718,31122127,1
1,31122127,31139594,1
1,31139594,31163136,2
1,31163136,31176570,14
1,31176570,31208641,74
1,31208641,31214032,40
1,31214032,31215080,1
1,31215080,31220003,1
1,31220003,31221256,1
1,31221256,31229023,1
1,31229023,31231795,1
1,31231795,31232089,1
1,31232089,31232821,2
1,31232821,31234507,1
1,31234507,31237173,1
1,31237173,31237423,1
1,31237423,31238596,1
1,31238596,31240858,1
1,31240858,31241960,1
1,31241960,31260874,1
1,31260874,31263401,1
1,31263401,31265569,1
1,31265569,31270680,1
1,31270680,31273600,2
1,31273600,31276245,1
1,31276245,31278665,1
1,31278665,31287281,1
1,31287281,31287917,1
1,31287917,31288762,1
1,31288762,31289527,1
1,31289527,31293121,1
1,31293121,31311098,1
1,31311098,31313068,1
1,31313068,31317441,1
1,31317441,31323331,1
1,31323331,31330593,1
1,31330593,31346281,1
1,31346281,31350599,1
1,31350599,31367579,1
1,31367579,31381053,1
1,31381053,31382108,1
1,31382108,31388424,2
1,31388424,31398077,2
1,31398077,31400935,1
1,31400935,31402745,6
1,31402745,31407512,1
1,31407512,31409735,1
1,31409735,31410918,1
1,31410918,31415989,1
1,31415989,31425116,1
1,31425116,31427596,3
1,31427596,31428478,1
1,31428478,31446503,70
1,31446503,31459787,29
1,31459787,31467021,3
1,31467021,31480905,31
1,31480905,31488478,9
1,31488478,31489869,2
1,31489869,31495047,2
1,31495047,31502725,4
1,31502725,31503960,5
1,31503960,31504558,1
1,31504558,31506084,2
1,31506084,31506831,2
1,31506831,31510040,1
1,31510040,31511749,2
1,31511749,31512995,1
1,31512995,31513718,1
1,31513718,31516257,1
1,31516257,31516326,1
1,31516326,31516878,1
1,31516878,31522781,1
1,31522781,31523636,1
1,31523636,31525182,1
1,31525182,31529009,1
1,31529009,31530916,7
1,31530916,31531373,1
1,31531373,31534648,4
1,31534648,31534746,1
1,31534746,31536896,6
1,31536896,31539533,2
1,31539533,31540956,1
1,31540956,31542071,1
1,31542071,31544544,1
1,31544544,31545160,2
1,31545160,31546545,1
1,31546545,31547339,1
1,31547339,31547590,3
1,31547590,31548443,1
1,31548443,31550899,2
1,31550899,31552071,2
1,31552071,31554059,2
1,31554059,31554100,3
1,31554100,31560944,7
1,31560944,31566050,1
1,31566050,31566242,1
1,31566242,31567594,1
1,31567594,31579063,2
1,31579063,31595450,9
1,31595450,31596092,1
1,31596092,31596465,1
1,31596465,31602950,4
1,31602950,31610460,17
1,31610460,31625273,27
1,31625273,31628660,6
1,31628660,31684381,54
1,31684381,31687575,1
1,31687575,31691339,1
1,31691339,31696341,3
1,31696341,31699102,2
1,31699102,31702780,2
1,31702780,31707795,3
1,31707795,31708210,1
1,31708210,31710317,1
1,31710317,31712394,1
1,31712394,31713660,1
1,31713660,31723393,1
1,31723393,31727971,1
1,31727971,31728399,1
1,31728399,31755314,2
1,31755314,31775367,2
1,31775367,31790485,1
1,31790485,31802146,1
1,31802146,31822482,1
1,31822482,31841798,1
1,31841798,31847762,1
1,31847762,31857258,2
1,31857258,31862084,1
1,31862084,31865918,1
1,31865918,31957067,1
1,31957067,32007111,1
1,32007111,32020077,2
1,32020077,32066462,1
1,32066462,32081986,1
1,32081986,32108863,1
1,32108863,32118344,1
1,32118344,32122551,1
1,32122551,32146870,2
1,32146870,32162698,1
1,32162698,32167651,1
1,32167651,32179560,1
1,32179560,32192846,1
1,32192846,32225614,1
1,32225614,32234961,1
1,32234961,32242329,1
1,32242329,32246849,1
1,32246849,32255799,1
1,32255799,32272646,3
1,32272646,32290392,1
1,32290392,32365982,1
1,32365982,32420942,2
1,32420942,32432512,2
1,32432512,32492882,4
1,32492882,32511775,1
1,32511775,32524531,1
1,32524531,32531530,1
1,32531530,32536061,1
1,32536061,32555172,1
1,32555172,32560296,1
1,32560296,32566961,1
1,32566961,32573423,1
1,32573423,32581324,1
1,32581324,32595656,2
1,32595656,32634197,1
1,32634197,32641082,6
1,32641082,32642462,7
1,32642462,32643380,5
1,32643380,32647452,13
1,32647452,32649633,2
1,32649633,32653680,5
1,32653680,32658361,7
1,32658361,32658550,1
1,32658550,32662163,14
1,32662163,32666587,12
1,32666587,32669173,2
1,32669173,32674518,16
1,32674518,32680141,13
1,32680141,32683334,6
1,32683334,32686741,6
1,32686741,32691569,12
1,32691569,32699743,17
1,32699743,32704812,5
1,32704812,32708481,4
1,32708481,32709364,1
1,32709364,32712148,1
1,32712148,32714852,1
1,32714852,32716437,1
1,32716437,32729828,19
1,32729828,32732171,1
1,32732171,32733766,1
1,32733766,32736850,1
1,32736850,32738116,2
1,32738116,32738985,4
1,32738985,32739814,2
1,32739814,32748152,7
1,32748152,32762010,5
1,32762010,32768552,2
1,32768552,32778416,1
1,32778416,32785083,1
1,32785083,32787572,4
1,32787572,32794077,1
1,32794077,32795677,1
1,32795677,32804560,2
1,32804560,32809738,1
1,32809738,32811479,1
1,32811479,32815047,1
1,32815047,32823787,3
1,32823787,32824205,1
1,32824205,32828928,2
1,32828928,32832985,2
1,32832985,32833221,1
1,32833221,32837284,2
1,32837284,32845170,1
1,32845170,32848301,1
1,32848301,32848843,2
1,32848843,32853676,5
1,32853676,32857318,1
1,32857318,32866318,1
1,32866318,32879377,1
1,32879377,32884582,3
1,32884582,32893000,2
1,32893000,32894633,1
1,32894633,32910746,3
1,32910746,32931088,1
1,32931088,32941483,1
1,32941483,32944092,2
1,32944092,32950932,1
1,32950932,32951306,1
1,32951306,32953641,1
1,32953641,32955860,1
1,32955860,32957605,1
1,32957605,32961069,2
1,32961069,32961719,1
1,32961719,32966260,1
1,32966260,32971581,1
1,32971581,32975810,1
1,32975810,32979762,2
1,32979762,32987410,7
1,32987410,32993883,1
1,32993883,33032709,1
1,33032709,33069623,1
1,33069623,33101171,1
1,33101171,33114863,1
1,33114863,33144867,2
1,33144867,33157909,10
1,33157909,33160553,1
1,33160553,33164955,6
1,33164955,33174905,14
1,33174905,33180878,16
1,33180878,33189658,15
1,33189658,33193006,7
1,33193006,33201324,10
1,33201324,33206360,4
1,33206360,33221719,26
1,33221719,33234141,12
